SOURCE_SHEET;TERM NUMBER;TYPE OF ABBREVIATED FORM;IT EXAMPLE;IT TERM;STANDARDISED/RECOMMENDED FULL FORM;TARGET HYPOTHESIS (DE SOUTH TYROL);OTHER TERMS SOUTH TYROL (CSV);TERMS FROM OTHER LEGAL SYTEMS (CSV);test_predictions
abbreviated forms;11;acronym;In data 16 ottobre 2023, l’Inail e il Consiglio Nazionale dell’Ordine degli Psicologi hanno sottoscritto un protocollo d’intesa con l’obiettivo generale di assicurare l’erogazione di interventi di supporto psicologico-psicoterapeutico in favore dei propri assistiti.;Inail;yes;Inail;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;-- an 16. Oktober 2023 haben der national Psychologenheim und der Nationalrat der Psychologenkammer ein Einvernehmensprotokoll mit der allgemein Ziel unterzeichnen  der Durchführung psycho-psychotherapeutisch Unterstützungsmaßnahme zugunsten der eigen Betreuten zu gewährleisten  
abbreviated forms;11;acronym;L'assicurazione I.N.A.I.L. è obbligatoria per tutti i datori di lavoro che occupano lavoratori dipendenti e parasubordinati nelle attività che la legge individua come rischiose.;I.N.A.I.L.;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;-- der INAI-Versicherung sein für aller Arbeitgeber  der Arbeitnehmer beschäftigen und der bei Tätigkeit  der der Gesetz als gefährdet bezeichnen  untergeordnet sein  verpflichtend  
abbreviated forms;11;acronym;Con il versamento da parte del datore del premio, l'I.N.A.I.L. si impegna a pagare al lavoratore delle somme di denaro sia in caso di inabilità temporanea sia in caso di invalidità permanente.;I.N.A.I.L.;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;-- mit der Überweisung der Prämie durch der Betreiber verpflichten sich der national Arbeitsunfähige  INAIL   der Arbeitnehmer sowohl in Fall von zeitweilig Arbeitsunfähigkeit als auch in Fall von dauernd Invalidität Geldbeträge zu zahlen  
abbreviated forms;11;acronym;L'I.N.A.I.L. svolge attività di prevenzione dei rischi lavorativi, di informazione, di formazione e assistenza in materia di sicurezza e salute sul lavoro.;I.N.A.I.L.;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;-- der national Arbeitsunfallinstitut für Arbeitsschutz üben Vorbeugung  Information  Ausbildung und Betreuung in Bereich Arbeitssicherheit und Gesundheit aus  
abbreviated forms;11;acronym;È stata presentata il 14 ottobre alla Camera la Relazione annuale I.N.A.I.L.: nel 2023 gli infortuni denunciati sono stati oltre 590mila.;I.N.A.I.L.;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;an 14. Oktober werden der Kammer der Jahresbericht der Nationalinstitut für Unfallverhältnis  INAIL  vorlegen  in Jahr 2023 sein der gemeldet Unfall über 590tausend 
abbreviated forms;11;acronym;In data 16 ottobre 2023, l’I.N.A.I.L. e il Consiglio Nazionale dell’Ordine degli Psicologi hanno sottoscritto un protocollo d’intesa con l’obiettivo generale di assicurare l’erogazione di interventi di supporto psicologico-psicoterapeutico in favore dei propri assistiti.;I.N.A.I.L.;yes;INAIL;gesamtstaatliche Anstalt für Versicherungen gegen Arbeitsunfälle, gesamtstaatliches Versicherungsinstitut für Arbeitsunfälle, Nationales Institut für Versicherung gegen Arbeitsunfälle;;-- an 16. Oktober 2023 haben der Nationalinstitut für Psychologie  I.N.A.I.L.  und der Nationalrat der Psychologenkammer ein Einvernehmensprotokoll mit der Ziel unterzeichnen  der Durchführung psycho-psychotherapeutisch Unterstützungsmaßnahme zugunsten der eigen Betreuten zu gewährleisten  
abbreviated forms;12;initialism;L’art. 1 del DPR n. 361/2000 disciplina il procedimento per l’acquisto della personalità giuridica.;DPR;yes;DPR;Dekret des Präsidenten der Republik;;Art . 1 der DPR Nr. 361  2000 regeln der Verfahren zu Erwerb der Rechtspersönlichkeit 
abbreviated forms;12;initialism;Il sottoscritto è consapevole delle sanzioni penali previste per il caso di dichiarazioni non veritiere, di formazione o uso di atti falsi, richiamate dagli artt. 75 e 76 del DPR 445 del 28 dicembre 2000.;DPR;yes;DPR;Dekret des Präsidenten der Republik;;-- der unterfertigte sein sich der strafrechtlich Sanktion bewusst  der für der Fall falsch Erklärung  für der Erstellung oder der Gebrauch falsch Handlung vorsehen sein  wie sie in der Artikel 75 und 76 der DPR 445 von 28. Dezember 2000 anführen sein  
abbreviated forms;12;initialism;L'art. 82 del DPR 115/2002 stabilisce che l'onorario e le spese spettanti al difensore sono liquidati dall'Autorità Giudiziaria con decreto di pagamento, osservando la tariffa professionale.;DPR;yes;DPR;Dekret des Präsidenten der Republik;;-- Art . 82 der DPR 11 262 bestimmen  dass der Honorar und der der Verteidiger zustehend Kosten von der Gerichtsbehörde mit Zahlungsdekret unter Beachtung der Tarifordnung auszahlen werden  
abbreviated forms;12;initialism;Il candidato dichiara di essere consapevole che le dichiarazioni mendaci verranno perseguite ai sensi dell’art. 76 del DPR 445/2000.;DPR;yes;DPR;Dekret des Präsidenten der Republik;;-- der Kandidat erklären  sich der Unwahrheit der Erklärung in Sinn der Art . 76 der DPR 445  2000 bewusst zu sein  
abbreviated forms;12;initialism;I simboli delle unità di misura vanno scritti esattamente come prevede il DPR 802/82 cioè con l'iniziale minuscola, tranne quelli derivanti da nomi propri.;DPR;yes;DPR;Dekret des Präsidenten der Republik;;-- der Symbol der Messgerät sein genau wie in DPR 802  82 vorsehen  der heißen mit der klein Anfangswert  mit Ausnahme jener  der aus eigen Name herrühren  
abbreviated forms;12;initialism;L’art. 1 del D.P.R. n. 361/2000 disciplina il procedimento per l’acquisto della personalità giuridica.;D.P.R.;yes;DPR;Dekret des Präsidenten der Republik;;Art . 1 der DPR Nr. 361  2000 regeln der Verfahren zu Erlangung der Rechtspersönlichkeit 
abbreviated forms;12;initialism;Il sottoscritto è consapevole delle sanzioni penali previste per il caso di dichiarazioni non veritiere, di formazione o uso di atti falsi, richiamate dagli artt. 75 e 76 del D.P.R. 445 del 28 dicembre 2000.;D.P.R.;yes;DPR;Dekret des Präsidenten der Republik;;-- der unterfertigte sein sich der strafrechtlich Sanktion bewusst  der für der Fall falsch Erklärung  für der Erstellung oder der Gebrauch falsch Handlung vorsehen sein  wie sie in der Artikel 75 und 76 der D.P.R. 445 von 28. Dezember 2000 anführen sein  
abbreviated forms;12;initialism;L'art. 82 del D.P.R. 115/2002 stabilisce che l'onorario e le spese spettanti al difensore sono liquidati dall'Autorità Giudiziaria con decreto di pagamento, osservando la tariffa professionale.;D.P.R.;yes;DPR;Dekret des Präsidenten der Republik;;-- Art . 82 der DPR 11 262 bestimmen  dass der Honorar und der der Verteidiger zustehend Kosten von der Gerichtsbehörde mit Zahlungsdekret unter Beachtung der Tarifordnung auszahlen werden  
abbreviated forms;12;initialism;Il candidato dichiara di essere consapevole che le dichiarazioni mendaci verranno perseguite ai sensi dell’art. 76 del D.P.R. 445/2000.;D.P.R.;yes;DPR;Dekret des Präsidenten der Republik;;-- der Kandidat erklären  sich der Unwahrheit der Erklärung in Sinn der Art . 76 der DPR 445  2000 bewusst zu sein  
abbreviated forms;12;initialism;I simboli delle unità di misura vanno scritti esattamente come prevede il D.P.R. 802/82 cioè con l'iniziale minuscola, tranne quelli derivanti da nomi propri.;D.P.R.;yes;DPR;Dekret des Präsidenten der Republik;;-- der Symbol der Messgerät sein genau zu schreiben  wie es der DPR 802  82 vorsehen  d.her mit der ursprünglich minderjährigen  mit Ausnahme jener  der aus eigen Name herrühren  
abbreviated forms;12;initialism;L’art. 1 del d.p.r. n. 361/2000 disciplina il procedimento per l’acquisto della personalità giuridica.;d.p.r.;yes;D.P.R.;Dekret des Präsidenten der Republik;;Art . 1 der D.P.R. Nr. 361  2000 regeln der Verfahren zu Erwerb der Rechtspersönlichkeit 
abbreviated forms;12;initialism;Il sottoscritto è consapevole delle sanzioni penali previste per il caso di dichiarazioni non veritiere, di formazione o uso di atti falsi, richiamate dagli artt. 75 e 76 del d.p.r. 445 del 28 dicembre 2000.;d.p.r.;yes;D.P.R.;Dekret des Präsidenten der Republik;;-- der unterfertigte sein sich der strafrechtlich Sanktion bewusst  der für der Fall falsch Erklärung  für der Erstellung oder der Gebrauch falsch Handlung vorsehen sein  wie sie in der Artikel 75 und 76 der D.P.R. 445 von 28. Dezember 2000 anführen sein  
abbreviated forms;12;initialism;L'art. 82 del d.p.r. 115/2002 stabilisce che l'onorario e le spese spettanti al difensore sono liquidati dall'Autorità Giudiziaria con decreto di pagamento, osservando la tariffa professionale.;d.p.r.;yes;D.P.R.;Dekret des Präsidenten der Republik;;-- Art . 82 der D.P.R. 11 262 bestimmen  dass der Honorar und der der Verteidiger zustehend Kosten von der Gerichtsbehörde mit Zahlungsdekret unter Beachtung der Tarifordnung auszahlen werden  
abbreviated forms;12;initialism;Il candidato dichiara di essere consapevole che le dichiarazioni mendaci verranno perseguite ai sensi dell’art. 76 del d.p.r. 445/2000.;d.p.r.;yes;D.P.R.;Dekret des Präsidenten der Republik;;-- der Kandidat erklären  sich der Unwahrheit der Erklärung in Sinn der Art . 76 der DPR 445  2000 bewusst zu sein  
abbreviated forms;12;initialism;I simboli delle unità di misura vanno scritti esattamente come prevede il d.p.r. 802/82 cioè con l'iniziale minuscola, tranne quelli derivanti da nomi propri.;d.p.r.;yes;D.P.R.;Dekret des Präsidenten der Republik;;-- der Symbol der Messgerät sein genau wie der D.P.R. 802  82  d.her mit der einfach Anfangswert  mit Ausnahme jener  der aus eigen Name herrühren  zu schreiben  
abbreviated forms;13;acronym;Il servizio permette di verificare l'importo dei trattamenti liquidati dall'INPS ogni mese.;INPS;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- der Dienst ermöglichen es  der Betrag der von NISF jeder Monat ausgezahlt Behandlung zu überprüfen  
abbreviated forms;13;acronym;Per l'INPS Basilicata, il numero dei posti da ricoprire è pari a 11.;INPS;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;für der NISF Basilicata betragen der Anzahl der zu besetzend Stelle 11.
abbreviated forms;13;acronym;L'INPS è articolato in strutture centrali, regionali e metropolitane con compiti di indirizzo, monitoraggio e coordinamento.;INPS;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- der NISF sein in zentral  regional und Großstadt mit Ausrichtung  Monitoring und Koordinierungsaufgabe unterteilen  
abbreviated forms;13;acronym;Presso l'INPS è attivo uno speciale Fondo di Garanzia in favore dei lavoratori che non siano riusciti a farsi pagare dal datore di lavoro.;INPS;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- bei NISF sein ein Sondergarantiefonds zugunsten der Arbeitnehmer aktivieren  der von Arbeitgeber nicht bezahlen werden können  
abbreviated forms;13;acronym;È previsto l'aggiornamento della numerazione dei contratti e degli accordi collettivi di lavoro depositati e archiviati, da svolgersi in cooperazione con l'INPS.;INPS;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- es sein vorsehen  der Nummerierung der hinterlegt und archiviert Kollektivvertrag und Kollektivvertrag  der in Zusammenarbeit mit der NISF durchführen sein  zu aktualisieren  
abbreviated forms;13;acronym;Il servizio permette di verificare l'importo dei trattamenti liquidati dall'Inps ogni mese.;Inps;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- der Dienst ermöglichen es  der Betrag der von NISF jeder Monat ausgezahlt Behandlung zu überprüfen  
abbreviated forms;13;acronym;Per l'Inps Lazio, il numero dei posti da ricoprire è pari a 11.;Inps;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;für der Nationalinstitut für soziale Arbeitsunfähigkeit  INPS Latium  betragen der Anzahl der zu besetzend Stelle 11.
abbreviated forms;13;acronym;L'Inps è articolato in strutture centrali, regionali e metropolitane con compiti di indirizzo, monitoraggio e coordinamento.;Inps;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- der Zentral  Regional und Großstädteinheit werden in zentral Struktur mit Ausrichtung  Monitoring und Koordinierung unterteilen  
abbreviated forms;13;acronym;Presso l'Inps è attivo uno speciale Fondo di Garanzia in favore dei lavoratori che non siano riusciti a farsi pagare dal datore di lavoro.;Inps;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- bei Nationalinstitut für Sondergarantie sein ein Sondergarantiefonds zugunsten der Arbeitnehmer aktivieren  der es nicht ermöglichen  von Arbeitgeber bezahlen zu werden  
abbreviated forms;13;acronym;È previsto l'aggiornamento della numerazione dei contratti e degli accordi collettivi di lavoro depositati e archiviati, da svolgersi in cooperazione con l'Inps.;Inps;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- es sein vorsehen  der Nummerierung der hinterlegt und archiviert Kollektivvertrag und Kollektivvertrag  der in Zusammenarbeit mit der öffentlich Arbeitsverhältnis  NISF  durchführen sein  zu aktualisieren  
abbreviated forms;13;acronym;Il servizio permette di verificare l'importo dei trattamenti liquidati dall'I.N.P.S. ogni mese.;I.N.P.S.;yes;N.I.S.F.;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- der Dienst ermöglichen es  der Betrag der von Nationalinstitut für Soziales Arbeiten  INPS  jeder Monat ausgezahlt Behandlung zu überprüfen  
abbreviated forms;13;acronym;Per l'I.N.P.S. Lazio, il numero dei posti da ricoprire è pari a 11.;I.N.P.S.;yes;N.I.S.F.;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;für der Nationalinstitut für sozial Fürsorge  INPS  Latium betragen der Anzahl der zu besetzend Stelle 11.
abbreviated forms;13;acronym;L'I.N.P.S. è articolato in strutture centrali, regionali e metropolitane con compiti di indirizzo, monitoraggio e coordinamento.;I.N.P.S.;yes;N.I.S.F.;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- der Nationale für Station  I.N.P.S.  sein in zentral  regional und Großstadt mit Ausrichtung  Monitoring und Koordinierungsaufgabe unterteilen  
abbreviated forms;13;acronym;Presso l'I.N.P.S. è attivo uno speciale Fondo di Garanzia in favore dei lavoratori che non siano riusciti a farsi pagare dal datore di lavoro.;I.N.P.S.;yes;N.I.S.F.;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- bei Nationalinstitut für Arbeitsunfähigkeit  INPS  sein ein besonderer Garantiefonds zugunsten der Arbeitnehmer aktivieren  der von Arbeitgeber nicht bezahlen werden können  
abbreviated forms;13;acronym;È previsto l'aggiornamento della numerazione dei contratti e degli accordi collettivi di lavoro depositati e archiviati, da svolgersi in cooperazione con l'I.N.P.S.;I.N.P.S.;yes;N.I.S.F.;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- es sein vorsehen  der Nummerierung der hinterlegt und archiviert Kollektivvertrag und Kollektivvertrag  der in Zusammenarbeit mit der Nationalinstitut für sozial Fürsorge  INPS  durchführen sein  zu aktualisieren  
abbreviated forms;13;acronym + full form;Il servizio permette di verificare l'importo dei trattamenti liquidati dall' Istituto nazionale della previdenza sociale I.N.P.S. ogni mese.;I.N.P.S.;yes;N.I.S.F.;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- der Dienst ermöglichen es  der Betrag der von Nationalinstitut für Sozialvorsorge I.N.P.S. jeder Monat ausgezahlt Behandlung zu überprüfen  
abbreviated forms;13;acronym + full form;Per l'Inps (Istituto nazionale della previdenza sociale) Lazio, il numero dei posti da ricoprire è pari a 11.;Inps;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;für der Nationalinstitut für Sozialvorsorge Latium betragen der Zahl der zu besetzend Stelle 11.
abbreviated forms;13;acronym + full form;L' Istituto nazionale della previdenza sociale (INPS) è articolato in strutture centrali, regionali e metropolitane con compiti di indirizzo, monitoraggio e coordinamento.;INPS;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- der Nationalinstitut für Sozialvorsorge  NISF  sein in zentral  regional und Großstadt mit Ausrichtung  Monitoring und Koordinierungsaufgabe unterteilen  
abbreviated forms;13;acronym + full form;Presso l'Istituto nazionale della previdenza sociale (I.N.P.S.) è attivo uno speciale Fondo di Garanzia in favore dei lavoratori che non siano riusciti a farsi pagare dal datore di lavoro.;I.N.P.S.;yes;N.I.S.F.;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- bei Nationalinstitut für Sozialvorsorge  I.N.P.S.  werden ein Sondergarantiefonds zugunsten der Arbeitnehmer aktivieren  der von Arbeitgeber nicht bezahlen werden können  
abbreviated forms;13;acronym + full form;È previsto l'aggiornamento della numerazione dei contratti e degli accordi collettivi di lavoro depositati e archiviati, da svolgersi in cooperazione con l'Inps (Istituto nazionale della previdenza sociale).;Inps;yes;NISF;Gesamtstaatliche Anstalt für soziale Vorsorge, Nationalinstitut für soziale Fürsorge, INPS;;-- es sein vorsehen  der Nummerierung der hinterlegt und archiviert Kollektivvertrag und Kollektivvertrag zu aktualisieren  der in Zusammenarbeit mit der Nationalinstitut für Sozialvorsorge  NISF  durchführen sein  
abbreviated forms;14;acronym;Il PRA è un registro pubblico istituito nel 1927.;PRA;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;-- der öffentlich Kraftfahrzeugkonzept sein ein öffentlich Register  der 1927 einrichten werden  
abbreviated forms;14;acronym;Per effettuare un passaggio di proprietà, è necessario rivolgersi al PRA oppure presso un’agenzia di pratiche automobilistiche.;PRA;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;-- um ein Übergang der Eigentum zu ermöglichen  muss man sich an der öffentlich Kraftfahrzeugverwaltungsgericht oder an ein Agentur für Autobuspraxis wenden  
abbreviated forms;14;acronym;La radiazione può essere richiesta al PRA in via Garibaldi n. 21/a.;PRA;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;der Streichung können bei öffentlich Kraftfahrzeugregister  PRA  in Geriadi-Stand Nr. 21  a beantragen werden 
abbreviated forms;14;acronym;Il servizio consiste nella fornitura di dati estratti dal PRA e relativi ai veicoli in esso registrati.;PRA;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;-- der Dienst bestehen in der Vergabe von Datum  der aus der öffentlich Kraftfahrzeugregister entnehmen werden und sich auf der darin verzeichnet Fahrzeug beziehen  
abbreviated forms;14;acronym;Si informa che, l'Ufficio PRA di Modena è aperto al pubblico esclusivamente su appuntamento dal lunedì al venerdì.;PRA;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;-- es werden darauf hinweisen  dass der öffentlich Kraftfahrzeugamt Modena ausschließlich auf Termin von Montag bis Freitag öffentlich zugänglich sein  
abbreviated forms;14;acronym;Il P.R.A. è un registro pubblico istituito nel 1927.;P.R.A.;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;-- der öffentlich Kraftfahrzeugregister sein ein öffentlich Register  der 1927 einrichten werden  
abbreviated forms;14;acronym;Per effettuare un passaggio di proprietà, è necessario rivolgersi al P.R.A. oppure presso un’agenzia di pratiche automobilistiche.;P.R.A.;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;-- um ein Übergang der Eigentum zu ermöglichen  muss man sich an der öffentlich Kraftfahrzeugregister oder an ein Agentur für Autobuspraxis wenden  
abbreviated forms;14;acronym;La radiazione può essere richiesta al P.R.A. in via Garibaldi n. 21/a.;P.R.A.;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;der Streichung können bei öffentlich Kraftfahrzeugregister in der Geriadi-Straße Nr. 21  a beantragen werden 
abbreviated forms;14;acronym;Il servizio consiste nella fornitura di dati estratti dal P.R.A. e relativi ai veicoli in esso registrati.;P.R.A.;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;-- der Dienst bestehen in der Lieferung von Datum  der aus der öffentlich Kraftfahrzeugregister entnehmen werden und sich auf der darin verzeichnet Fahrzeug beziehen  
abbreviated forms;14;acronym;Si informa che, l'Ufficio P.R.A. di Modena è aperto al pubblico esclusivamente su appuntamento dal lunedì al venerdì.;P.R.A.;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;-- es werden darauf hinweisen  dass der öffentlich Kraftfahrzeugamt Modena ausschließlich auf Termin von Montag bis Freitag öffentlich zugänglich sein  
abbreviated forms;14;acronym + full form;Il Pubblico Registro Automobilistico (P.R.A.) è un registro pubblico istituito nel 1927.;P.R.A.;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;-- der öffentlich Kraftfahrzeugregister  P.R.A.  sein ein öffentlich Register  der 1927 einrichten werden  
abbreviated forms;14;acronym + full form;Per effettuare un passaggio di proprietà, è necessario rivolgersi al PRA (Pubblico Registro Automobilistico) oppure presso un’agenzia di pratiche automobilistiche.;PRA;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;-- um ein Übergang der Eigentum zu ermöglichen  muss man sich an der öffentlich Kraftfahrzeugregister  PRA  oder an ein Agentur für Kraftfahrzeugpraxis wenden  
abbreviated forms;14;acronym + full form;La radiazione può essere richiesta al PRA – Pubblico Registro automobilistico in via Garibaldi n. 21/a.;PRA;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;der Streichung können bei öffentlich Kraftfahrzeugregister   Automobilregister in der Garibaldenstraße Nr. 21  a beantragen werden 
abbreviated forms;14;acronym + full form;Il servizio consiste nella fornitura di dati estratti dal Pubblico registro automobilistico (P.R.A.) e relativi ai veicoli in esso registrati.;P.R.A.;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;-- der Dienst bestehen in der Lieferung von Datum  der aus der öffentlich Kraftfahrzeugregister  P.R.A.  hervorgehen und sich auf der in dieser Register eingetragen Fahrzeug beziehen  
abbreviated forms;14;acronym + full form;Si informa che, l'Ufficio del P.R.A. (Pubblico registro automobilistico) di Modena è aperto al pubblico solo la mattina dal lunedì al venerdì.;P.R.A.;yes;PRA;öffentliches Kraftfahrzeugregister, KFR;;-- es werden darauf hinweisen  dass der Amt der öffentlich Kraftfahrzeugregister  Öffentlichkeitsregister Modena  nur vormittags von Montag bis Freitag für der Öffentlichkeit zugänglich sein  
abbreviated forms;15;acronym;A fine anno occorre monitorare attentamente l'arrivo delle fatture di acquisto per determinare il momento in cui è possibile detrarre l'IVA a credito.;IVA;yes;MwSt.;Mehrwertsteuer;USt, Umsatzsteuer, MWST;-- an Jahresende muss der Ankunft der Ankaufsrechnung genau überwachen werden  um der Zeitpunkt feststellen  zu der der Mehrwertsteuer auf Kredit abziehen werden können  
abbreviated forms;15;acronym;Il prezzo del prodotto è sempre soggetto a IVA.;IVA;yes;MwSt.;Mehrwertsteuer;USt, Umsatzsteuer, MWST;der Preis der Erzeugniss unterliegen immer der Mehrwertsteuer 
abbreviated forms;15;acronym;Il prossimo 17 novembre scade il termine per effettuare il versamento dell’IVA relativa al terzo trimestre da parte dei soggetti che hanno applicato il regime forfettario della L. n. 398/1991.;IVA;yes;MwSt.;Mehrwertsteuer;USt, Umsatzsteuer, MWST;-- an nächster 17. November verfallen der Frist für der Einzahlung der Mehrwertsteuer auf der dritter Trimester seitens der Person  der der Pauschalregelung der Gesetz Nr. 398  1991 anwanden haben  
abbreviated forms;15;acronym;L’IVA va applicata in base alle disposizioni dello Stato di residenza del cliente.;IVA;yes;MwSt.;Mehrwertsteuer;USt, Umsatzsteuer, MWST;-- der Mehrwertsteuer sein gemäß der Bestimmung der Staat  in der der Kundenwohnsitz stehen  anwenden  
abbreviated forms;15;acronym;Il costo complessivo ai sensi dell’allegato preventivo e calcolo di spesa è di euro 5.280,00 esente IVA.;IVA;yes;MwSt.;Mehrwertsteuer;USt, Umsatzsteuer, MWST;-- der Gesamtkosten gemäß beiliegend Kostenvoranschlag und Ausgabenberechnung beträgen 5.280,00 Euro ohne MwSt  
abbreviated forms;15;acronym;A fine anno occorre monitorare attentamente l'arrivo delle fatture di acquisto per determinare il momento in cui è possibile detrarre l'Iva a credito.;Iva;yes;MwSt.;Mehrwertsteuer;USt, Umsatzsteuer, MWST;-- an Jahresende muss der Ankunft der Ankaufsrechnung genau überwachen werden  um der Zeitpunkt feststellen  zu der der Kreditmittel abziehen werden können  
abbreviated forms;15;acronym;Il prezzo del prodotto è sempre soggetto a Iva.;Iva;yes;MwSt.;Mehrwertsteuer;USt, Umsatzsteuer, MWST;der Preis der Erzeugnis unterliegen immer Iva 
abbreviated forms;15;acronym;Il prossimo 17 novembre scade il termine per effettuare il versamento dell’Iva relativa al terzo trimestre da parte dei soggetti che hanno applicato il regime forfettario della L. n. 398/1991.;Iva;yes;MwSt.;Mehrwertsteuer;USt, Umsatzsteuer, MWST;-- an nächster 17. November verfallen der Frist für der Überweisung der Iva für der dritter Trimester durch der Person  der der Pauschalregelung der Gesetz Nr. 398  1991 anwandn haben  
abbreviated forms;15;acronym;L’Iva va applicata in base alle disposizioni dello Stato di residenza del cliente.;Iva;yes;MwSt.;Mehrwertsteuer;USt, Umsatzsteuer, MWST;der Iva sein nach der Bestimmung der Staat der Wohnsitz der Kunde anwenden 
abbreviated forms;15;acronym;Il costo complessivo ai sensi dell’allegato preventivo e calcolo di spesa è di euro 5.280,00 esente Iva.;Iva;yes;MwSt.;Mehrwertsteuer;USt, Umsatzsteuer, MWST;-- der Gesamtkosten gemäß beiliegend Kostenvoranschlag und Berechnung der Ausgabe belaufen sich auf 5.280,00 Euro  befreien von Iva  
abbreviated forms;16;initialism;Il GDPR fornisce diversi strumenti per disciplinare i trasferimenti di dati dall’UE verso un paese terzo.;GDPR;no;DSGVO;Datenschutz-Grundverordnung;;der DSGVO stellen verschieden Instrument zu Regelung der Datenübertragung von der EU in ein Drittland zu Verfügung 
abbreviated forms;16;initialism;Il Regolamento Europeo (GDPR 2016/679) prevede importanti principi in materia di protezione dei dati come la tutela delle persone e di altri soggetti e il rispetto al trattamento dei dati personali.;GDPR;no;DSGVO;Datenschutz-Grundverordnung;;der europäisch Verordnung  EGR 2016  679  sehen wichtig Grundsatz in Bereich Datenschutz wie Schutz von Person und anderer Rechtsträger und der Einhaltung der Verarbeitung personenbezogen Datum vor 
abbreviated forms;16;initialism;Il GDPR attribuisce all’Interessato l’esercizio di diversi diritti con riferimento ai dati personali che lo riguardano.;GDPR;no;DSGVO;Datenschutz-Grundverordnung;;der DSGVO weisen der betroffener der Ausübung verschieden Recht in Bezug auf der ihm zugehörig personenbezogen Datum zu 
