CUNI-EdUKate	CUNI-MH-v3	Cohere CAT+	Command A+	DeepSeek V4 Pro	Dubformer	GLM 4 - 9B	GPT 5.5	GPT OSS 120B	GPT OSS 20B	Gemini 3.1 Pro	Gemma 4 - 31B	Gemma 4 - 4B	GoogleTranslate	Ministral 3 - 14B	Mistral Medium 3.5	Qingqiu-MT-9B	Qwen 3.5 - 9b	Qwen 3.6 - 27b	SalamandraTA	TRIVE	Tiny Aya Global	Tower 9B	UvA-MT
19.91	16.68	65.12	13.28	13.31	18.58	18.85	30.85	39.42	35.98	81.37	23.06	14.33	64.03	43.95	42.9	18.2	18.53	60.29	48.09	59.51	10.83	15.48	61.79
8.52	34.58	8.52	7.77	4.62	48.42	7.77	4.62	4.02	25.34	7.77	7.77	4.37	26.76	5.4	8.52	7.77	4.62	7.77	4.37	7.77	27.69	44.8	4.02
18.81	23.99	56.85	40.64	50.73	56.85	19.6	79.13	10.7	10.34	50.73	38.79	24.02	5.11	13.17	31.87	20.97	19.6	43.59	38.79	62.9	4.81	23.99	15.25
41.07	41.9	27.74	21.29	40.64	38.66	25.68	41.35	19.38	29.45	39.33	37.95	25.38	40.86	20.02	26.15	23.71	22.27	27.98	24.83	40.64	31.04	24.87	41.35
34.97	64.71	78.39	72.89	51.23	67.29	29.27	100.0	41.49	57.92	100.0	78.39	64.42	70.72	65.56	78.39	57.92	27.64	78.39	90.21	100.0	41.47	55.38	78.39
48.41	47.68	42.91	44.58	52.13	41.42	27.97	39.75	38.41	15.33	42.91	52.63	41.27	60.48	24.19	30.17	33.89	25.37	37.32	44.02	45.53	16.47	32.7	36.01
15.38	19.33	16.29	26.95	22.28	19.42	10.84	18.94	19.42	21.58	18.94	15.03	17.62	11.21	16.04	23.15	24.85	24.11	16.37	25.17	32.97	22.28	22.55	15.88
20.45	28.92	63.4	31.17	34.17	46.6	39.83	73.49	57.84	28.92	73.49	31.17	39.83	90.36	42.85	63.4	15.73	28.92	57.84	44.53	100.0	31.17	31.17	100.0
19.23	21.16	49.39	35.14	64.56	48.82	13.57	72.42	53.87	31.75	72.42	37.63	29.8	20.71	14.68	54.69	25.85	33.9	40.19	25.24	62.68	18.77	33.57	37.63
61.69	61.43	54.6	63.86	42.96	52.03	59.79	78.99	63.86	69.56	78.99	53.66	64.17	31.31	41.57	44.18	56.8	43.84	54.07	16.07	68.5	40.21	69.54	56.57
8.6	8.6	15.21	16.24	42.27	53.14	6.82	55.01	24.25	5.23	61.98	30.02	8.23	8.4	15.03	39.11	11.23	9.24	17.8	6.14	55.73	6.07	19.99	40.27
26.8	27.57	53.32	15.07	53.32	53.32	28.53	53.32	48.08	10.31	53.32	53.32	41.86	16.68	32.28	53.32	41.86	57.07	48.11	37.22	53.32	42.64	53.32	28.65
21.89	40.28	39.82	5.04	60.29	42.6	16.26	65.35	29.82	8.82	65.35	48.28	21.31	2.66	15.86	29.47	22.03	30.85	14.96	56.97	53.91	5.25	26.9	37.68
27.9	5.52	22.74	42.46	49.33	46.23	7.62	64.14	10.71	8.79	64.14	40.28	41.02	15.69	7.8	42.51	28.09	20.65	22.4	31.87	64.14	15.05	9.38	41.02
8.07	21.88	29.01	59.79	68.98	68.98	29.15	68.98	62.52	48.0	58.16	55.69	58.62	24.76	29.59	62.16	53.17	37.01	53.17	35.52	50.4	58.57	57.31	42.69
38.54	40.65	40.65	41.87	66.75	45.83	29.48	56.77	28.79	9.15	66.75	57.91	28.04	20.15	36.39	35.22	29.49	19.67	28.04	66.75	39.38	28.79	40.65	40.65
35.83	33.26	24.42	24.58	25.01	25.85	15.29	23.05	13.07	15.27	31.23	29.07	27.5	32.6	10.75	15.47	29.77	12.06	37.32	24.9	25.01	25.41	21.94	26.03
48.77	55.35	52.47	55.4	72.68	67.31	33.09	88.66	56.47	30.89	88.66	58.6	43.89	30.98	25.78	40.69	25.47	26.01	43.76	58.63	81.23	48.44	36.6	31.65
25.82	17.67	27.25	24.23	33.0	31.55	9.22	31.47	18.46	16.29	55.96	32.21	17.24	42.6	32.1	34.7	25.87	24.66	27.92	20.59	30.63	12.8	28.62	29.25
14.09	29.8	31.57	13.0	19.26	50.04	13.01	68.27	33.57	20.05	37.91	39.15	28.81	29.11	22.42	38.63	31.82	11.85	39.84	16.57	34.51	13.35	28.06	39.67
38.66	42.27	41.72	19.33	41.72	41.72	12.01	31.46	38.16	21.4	41.72	41.72	44.83	11.42	42.27	41.72	41.72	15.85	41.72	37.2	41.72	29.38	42.27	40.53
20.19	27.27	77.84	65.31	45.78	66.95	23.55	89.71	49.34	29.04	78.84	36.76	12.1	45.17	69.61	54.03	45.78	42.9	40.59	47.18	54.03	44.36	55.86	71.02
5.68	19.13	18.27	39.77	54.22	43.29	22.94	40.65	7.61	29.58	46.63	41.11	28.96	28.16	6.98	42.46	30.3	20.59	8.23	12.29	32.86	17.51	45.31	24.95
58.54	61.78	38.58	6.55	65.88	65.88	48.67	60.6	67.36	16.54	67.27	61.97	63.28	22.64	14.91	60.6	60.6	26.36	40.66	17.59	60.1	27.23	65.88	53.38
56.59	18.21	62.63	62.63	62.63	62.63	33.89	78.0	62.63	57.96	77.44	62.63	78.0	19.56	62.63	62.63	57.96	46.05	57.96	56.59	62.63	26.76	57.96	62.63
24.74	44.83	91.31	100.0	91.31	91.31	54.91	91.31	100.0	72.93	100.0	91.31	91.31	53.11	100.0	91.31	100.0	64.07	91.31	100.0	91.31	63.4	100.0	91.31
29.28	28.22	24.28	17.25	25.67	37.85	3.54	46.43	20.51	18.52	27.34	25.46	28.21	23.29	6.49	24.07	16.11	37.66	47.83	56.16	47.82	21.56	29.43	45.15
6.34	24.19	46.43	12.86	42.26	54.48	42.66	24.77	33.46	53.31	39.62	46.43	13.87	9.59	33.46	17.89	54.48	1.51	21.8	6.46	36.31	0.0	39.62	36.31
24.58	6.89	17.34	6.54	25.41	26.31	7.93	23.39	4.62	25.41	24.58	23.06	17.66	25.86	5.92	7.38	23.8	6.68	7.13	26.31	23.06	29.73	26.31	7.38
22.09	11.24	42.71	37.48	45.07	35.86	24.59	44.88	36.26	24.76	38.27	31.15	28.27	19.76	12.38	33.23	30.99	34.78	33.98	9.5	38.27	28.76	28.68	23.82
40.99	61.54	78.34	76.51	53.76	69.93	45.53	69.93	45.93	31.71	43.89	79.1	60.87	37.26	64.7	79.1	53.59	54.06	54.16	39.31	54.27	56.17	47.18	40.8
49.41	50.8	60.33	52.92	59.74	56.57	59.05	78.43	73.14	58.24	86.77	64.32	70.77	52.28	50.19	47.58	61.17	39.81	55.16	57.23	76.44	60.33	46.93	93.68
46.43	46.1	69.69	38.33	57.72	54.48	53.97	75.84	63.71	61.21	81.35	54.41	54.48	49.96	63.42	47.94	65.29	51.48	55.85	49.52	82.88	36.82	54.94	88.32
8.13	10.05	12.61	11.5	11.5	12.61	11.5	12.61	11.5	11.5	54.37	12.61	51.57	12.61	17.03	12.61	52.96	11.5	11.5	11.5	12.61	11.5	54.37	59.15
49.43	59.12	20.95	47.56	48.08	38.64	19.34	27.31	15.86	20.33	34.89	29.23	28.34	47.21	30.37	58.84	8.9	23.98	19.74	52.92	39.32	30.11	24.87	45.86
24.72	33.43	50.09	44.18	49.42	67.4	27.67	81.96	45.78	29.16	62.96	63.09	24.71	47.9	22.1	33.45	41.05	44.18	28.76	33.43	60.61	29.16	32.13	41.69
17.42	13.81	49.14	30.07	32.08	62.69	31.05	68.14	31.26	35.56	66.11	58.96	44.69	41.99	41.46	52.07	51.59	26.5	27.92	21.37	63.25	46.73	14.93	53.53
20.34	41.62	37.39	50.97	60.39	61.61	16.46	40.18	60.62	36.07	66.0	47.74	49.93	34.32	31.42	54.02	27.88	32.81	49.93	36.66	49.82	12.94	40.42	43.65
22.05	52.58	19.15	33.05	59.81	52.62	32.64	64.22	33.78	32.74	59.7	52.74	33.57	26.42	30.08	42.77	40.51	33.05	48.63	40.84	69.18	36.42	32.02	44.97
11.63	18.48	42.5	69.98	19.67	37.6	4.11	37.6	19.1	13.07	37.6	47.59	42.5	39.83	14.88	19.67	49.74	14.46	42.5	31.17	76.12	4.25	19.1	67.03
18.36	25.3	42.11	19.14	39.09	41.39	34.91	43.67	37.22	48.57	31.24	40.71	33.94	42.69	28.65	34.17	32.27	29.35	38.74	23.38	39.01	32.36	23.01	38.69
8.28	8.28	10.67	24.35	16.17	18.56	9.87	16.15	8.69	12.59	16.17	16.13	9.87	2.32	14.05	22.57	13.8	25.08	10.69	35.5	15.09	8.69	23.78	5.64
31.07	21.74	15.64	14.3	40.8	47.34	19.87	47.54	23.2	27.09	64.57	64.57	26.61	45.31	15.35	13.54	37.37	25.98	53.94	23.77	76.23	14.3	30.25	33.29
8.64	10.67	30.7	11.6	36.65	36.65	12.22	28.69	12.58	24.04	35.99	28.69	17.1	26.2	9.87	28.53	19.41	25.35	18.81	14.09	40.86	9.33	14.4	36.65
6.14	2.89	10.33	6.98	16.97	19.16	9.8	22.54	5.03	9.39	16.22	4.89	7.82	9.64	4.9	13.61	7.67	4.89	5.01	10.36	22.54	13.3	5.03	13.34
46.11	47.85	46.11	41.08	49.78	54.73	37.91	58.23	28.44	28.44	64.24	51.24	46.11	35.08	33.58	25.87	48.41	21.75	55.24	32.67	50.45	19.24	44.2	44.77
15.42	7.35	27.04	19.21	24.88	31.04	38.24	30.05	34.4	17.2	19.94	22.78	21.23	27.93	24.94	28.14	22.1	13.6	18.7	20.07	34.38	30.19	31.23	26.46
19.55	19.55	17.49	18.26	19.38	17.21	29.91	20.0	27.85	19.29	29.04	25.75	17.49	12.66	20.12	25.75	25.75	17.22	27.85	19.29	28.2	28.2	26.61	27.85
28.35	58.79	32.14	32.14	12.92	17.64	19.78	47.05	28.35	27.11	45.14	32.14	9.98	32.14	28.96	32.14	27.47	25.0	13.25	26.24	23.76	34.85	42.57	45.85
7.43	7.73	10.86	12.38	15.59	15.23	13.66	13.66	18.06	14.4	15.59	15.59	23.07	4.8	7.08	13.99	7.76	13.8	15.82	15.01	15.59	8.04	15.59	11.64
51.91	50.58	53.59	73.03	81.16	72.87	69.33	64.56	71.54	55.32	76.69	76.96	73.69	57.81	51.31	57.14	59.63	50.53	62.41	76.64	76.07	55.65	59.63	81.01
36.66	4.82	30.83	30.83	16.68	39.63	10.81	47.56	21.18	12.93	27.65	23.19	41.52	11.31	6.33	30.51	41.52	33.0	19.46	12.23	65.88	10.58	15.66	54.61
41.68	15.89	59.27	38.3	62.31	49.17	32.1	44.79	38.79	23.14	62.31	59.27	41.26	47.48	19.22	51.03	21.76	9.09	41.69	41.22	59.27	20.26	24.23	45.01
49.25	14.55	45.07	15.42	11.71	40.07	47.09	60.29	40.07	36.9	62.69	37.92	40.07	8.25	15.59	70.86	32.2	37.92	49.25	32.2	40.03	64.2	57.82	40.07
26.58	26.36	41.46	30.87	56.17	35.05	8.28	36.54	18.58	22.24	46.87	42.83	22.74	48.53	29.91	32.39	34.12	31.28	39.95	25.38	43.57	32.12	28.32	36.21
21.28	26.09	30.13	12.21	43.68	52.9	13.03	31.45	38.87	17.96	47.81	37.03	36.78	26.05	20.97	36.77	26.44	12.58	30.77	15.38	36.18	27.58	53.6	35.42
7.13	20.94	32.64	11.79	50.89	34.82	15.84	44.9	26.46	6.43	32.64	29.24	32.7	17.18	6.22	15.47	6.34	13.23	15.73	8.25	16.32	14.25	30.13	44.48
29.21	51.19	59.2	34.0	64.51	62.07	33.32	42.04	33.5	24.1	59.1	39.19	19.77	29.21	31.82	46.31	36.74	19.16	23.97	35.8	54.76	24.86	37.83	68.16
23.52	24.06	43.15	48.12	38.08	48.9	30.91	73.19	19.97	27.92	64.81	48.12	33.04	40.83	26.37	40.42	14.4	22.09	32.56	54.47	78.39	32.15	46.46	18.85
50.13	54.48	43.94	54.48	54.48	63.84	38.46	68.88	46.43	58.92	59.62	68.88	18.46	49.3	29.04	64.42	45.15	17.34	59.62	42.26	59.62	24.35	58.92	59.62
41.26	33.53	26.79	36.73	37.54	44.64	24.6	33.04	26.89	9.36	32.22	32.11	23.93	25.83	28.54	29.61	29.82	9.0	30.19	23.17	31.26	9.5	37.86	31.26
35.41	12.04	78.25	37.67	72.72	78.25	38.05	78.25	8.51	17.31	78.25	85.55	46.83	32.38	34.11	72.72	45.93	27.6	67.39	4.25	62.98	15.84	72.42	42.61
53.76	51.58	39.91	44.12	42.99	40.52	27.23	36.96	52.25	45.87	59.62	39.9	43.83	23.91	42.72	43.83	52.55	32.69	50.33	47.47	50.94	41.73	50.53	40.67
42.67	42.98	48.28	47.61	51.45	49.61	38.08	44.33	71.22	35.84	49.61	50.86	40.89	57.32	50.23	60.05	48.91	39.2	63.06	56.39	47.98	34.27	39.34	56.39
35.84	27.21	44.21	47.24	55.43	48.53	23.15	56.95	39.61	38.42	56.27	48.54	26.54	27.76	25.85	51.18	30.13	21.85	45.91	46.13	51.4	18.66	45.7	54.22
24.46	14.19	35.52	23.02	31.25	43.63	15.65	44.84	19.58	14.04	49.9	31.57	16.7	3.64	19.61	33.77	11.61	18.15	27.98	19.08	52.32	12.36	20.87	44.13
11.03	7.25	38.62	44.73	57.16	38.55	4.59	34.97	47.24	34.05	58.8	80.41	38.08	9.8	21.53	37.28	64.04	8.78	54.3	20.19	50.47	9.76	37.28	40.19
31.12	24.18	32.13	33.95	34.83	34.83	7.51	29.54	27.13	22.5	43.97	34.83	29.92	4.72	30.67	32.4	22.18	10.6	33.64	21.28	34.83	18.69	33.95	40.94
10.95	7.2	7.33	11.79	41.98	13.19	6.18	15.17	26.96	10.18	15.17	12.07	6.34	6.57	7.74	13.19	13.19	12.6	21.88	12.76	13.19	6.63	10.96	7.33
19.34	20.47	46.52	34.67	65.85	61.03	19.99	75.22	33.65	22.11	75.22	56.99	70.45	10.41	38.21	46.64	47.72	9.61	39.65	33.53	75.22	21.8	70.45	75.22
20.35	27.46	28.67	29.27	22.7	28.22	29.29	31.62	18.34	35.8	24.82	27.79	22.03	28.11	27.4	28.57	26.64	16.35	10.76	36.19	25.05	32.74	31.62	17.46
72.03	63.22	78.9	75.47	75.47	63.93	53.12	82.32	65.82	60.94	67.25	78.9	75.47	66.1	58.75	68.69	75.47	72.03	82.32	35.45	66.1	57.42	75.47	62.37
33.53	26.94	56.24	53.13	64.21	60.62	12.67	64.21	39.93	28.77	75.62	71.47	38.1	19.3	45.25	68.66	42.03	40.65	15.66	23.09	90.16	39.05	33.7	86.48
25.21	18.03	24.18	16.36	0.0	20.36	28.53	39.39	25.21	26.28	39.47	25.21	26.29	32.81	22.42	28.58	39.11	17.8	26.28	26.28	47.83	15.0	26.28	23.27
43.19	31.45	22.48	46.84	54.39	37.88	39.64	19.05	64.0	18.65	52.63	41.58	36.89	32.21	27.67	82.53	35.35	48.55	33.0	31.28	52.05	28.49	33.69	54.62
14.83	21.04	36.69	43.68	42.02	38.7	27.17	80.3	10.38	18.36	80.68	31.05	18.63	24.29	18.13	17.28	21.57	57.44	34.98	34.85	75.5	16.31	19.15	54.58
7.44	15.02	17.66	18.02	22.15	17.4	2.78	14.11	16.12	7.81	22.72	13.09	17.25	9.87	15.59	21.62	20.49	3.85	15.42	23.76	24.18	23.26	19.32	22.44
27.13	31.88	18.33	22.48	29.06	22.66	25.34	29.41	32.61	25.04	21.29	21.04	19.49	7.43	27.9	0.0	19.39	18.33	29.06	18.36	21.29	15.09	27.46	35.23
11.49	10.52	22.25	8.9	16.64	15.73	4.09	76.25	12.46	13.52	16.64	56.61	11.82	8.5	8.99	19.84	9.75	5.68	10.93	6.59	42.19	8.08	8.61	16.64
14.26	5.81	8.12	8.81	8.84	17.18	3.12	8.84	25.96	8.81	20.31	18.73	17.12	4.57	13.62	2.87	9.38	30.67	8.13	2.85	20.31	21.66	15.36	9.38
39.75	37.42	23.29	10.66	42.09	17.62	20.01	54.75	38.25	22.61	47.09	24.62	44.75	37.9	20.47	11.79	33.12	6.81	32.62	12.73	37.52	31.87	10.31	23.29
30.27	23.15	42.53	29.87	26.73	24.07	15.94	35.95	33.82	7.21	39.11	20.65	19.87	19.33	8.95	13.93	34.11	24.76	19.4	15.6	50.29	49.03	12.93	33.53
23.58	8.47	8.55	37.71	80.03	23.69	10.15	80.03	5.65	6.26	80.03	39.38	11.64	13.83	16.2	80.03	47.92	8.51	17.92	13.83	80.03	5.75	27.56	80.03
14.38	28.5	37.59	14.05	53.94	35.26	19.12	60.61	12.88	13.6	48.21	40.91	15.31	17.31	19.6	25.37	31.39	29.27	27.25	38.57	37.74	26.57	18.1	52.08
19.23	13.21	13.22	33.57	73.36	49.25	22.93	25.92	31.28	7.87	49.33	11.77	11.33	19.23	25.48	23.15	28.58	7.68	10.58	28.08	20.34	21.23	36.24	30.34
15.94	14.03	28.88	32.16	39.57	28.75	24.67	35.21	26.47	13.59	42.17	36.2	29.02	25.36	21.6	27.23	16.45	17.99	25.28	18.73	35.21	8.07	25.97	38.19
16.05	5.68	17.77	17.77	22.88	18.24	17.77	18.24	28.57	11.35	18.24	19.29	7.01	11.35	6.34	20.79	19.75	16.05	7.01	16.05	17.77	15.99	11.69	19.29
9.64	23.28	12.62	14.96	19.87	30.23	7.24	20.6	22.86	14.03	36.06	16.61	11.4	9.59	15.23	22.86	22.17	16.89	35.86	13.3	36.06	8.05	38.22	36.06
22.59	20.38	68.39	64.11	78.02	79.75	45.77	77.34	28.89	26.95	77.34	60.99	30.31	27.68	33.3	50.07	27.9	20.1	29.27	21.14	69.49	26.16	40.52	92.35
18.49	29.63	35.44	40.61	40.15	32.57	28.87	35.35	24.61	31.55	38.99	37.43	46.69	23.23	9.94	38.13	27.0	38.13	19.3	36.44	40.22	38.42	29.88	29.13
26.76	26.12	14.05	13.1	49.4	42.64	15.07	50.65	13.85	12.18	49.4	31.82	29.34	16.44	23.3	34.13	33.44	30.24	32.94	39.77	49.4	14.27	27.59	50.65
51.29	50.35	66.76	38.98	44.82	66.76	23.7	44.82	8.51	24.8	44.82	51.74	19.35	55.33	37.52	87.62	87.62	44.82	37.52	64.2	44.82	47.02	37.71	44.82
19.03	30.87	34.51	30.76	36.74	39.39	13.92	30.43	12.26	14.74	46.06	28.83	8.68	25.22	7.45	22.38	23.46	13.29	28.45	49.37	56.35	24.08	24.39	21.19
30.33	25.79	17.9	19.36	53.27	49.58	37.56	49.58	42.16	34.54	60.98	43.66	37.43	19.22	30.56	32.16	36.75	21.84	47.33	54.12	53.28	26.24	46.73	60.98
24.61	37.38	31.48	39.98	43.73	38.79	16.98	41.11	35.48	29.68	42.38	43.73	43.24	49.06	16.36	40.49	38.07	32.1	39.73	25.54	43.73	35.34	33.46	24.61
26.94	36.26	50.63	31.15	42.38	32.45	21.31	46.33	13.08	6.63	25.57	48.2	40.84	34.78	18.21	26.33	10.36	4.76	23.79	16.92	61.69	28.14	53.02	32.45
2.86	6.82	4.62	4.44	18.41	15.03	9.96	21.16	27.7	7.98	28.27	14.85	6.92	21.08	11.66	27.47	23.02	30.44	20.24	10.76	21.49	11.75	23.11	21.75
40.54	40.54	48.18	24.21	48.18	43.85	25.95	56.33	40.54	28.19	48.18	47.14	40.54	29.99	33.38	48.18	40.54	46.89	40.54	36.82	81.54	24.34	40.54	59.98
9.85	23.83	24.52	6.46	34.74	11.99	6.46	14.3	11.12	9.63	11.43	9.09	12.92	5.14	9.64	11.73	11.41	8.67	10.86	25.89	14.3	5.86	11.12	12.58
12.63	8.91	25.95	26.41	26.41	26.6	9.98	25.95	12.43	17.15	26.02	32.95	19.21	22.71	26.6	17.84	30.99	6.87	33.06	26.1	26.35	17.45	27.54	32.95
30.9	32.02	11.43	22.59	31.12	31.12	12.68	56.24	9.54	8.77	36.03	49.19	16.07	12.68	25.23	36.03	11.43	8.97	8.99	15.06	36.03	19.36	9.76	10.19
49.49	10.84	78.9	51.23	67.57	53.71	31.92	67.57	51.11	16.47	53.71	53.83	36.95	24.41	7.13	38.69	20.83	13.81	28.45	39.42	49.44	52.9	30.34	53.71
11.02	13.37	32.16	9.51	38.27	25.04	4.0	43.94	17.44	9.11	49.86	31.38	20.71	28.15	9.16	14.02	33.17	10.9	20.24	11.58	40.52	8.74	22.38	20.75
26.16	37.79	44.23	41.42	30.63	32.08	10.49	16.55	17.06	8.07	34.83	13.96	33.13	13.29	39.07	37.79	27.92	24.95	42.78	14.3	32.08	16.65	40.96	49.88
54.49	34.37	45.68	33.99	62.59	55.92	60.63	71.65	21.67	22.19	62.59	71.65	50.8	15.63	40.83	64.64	52.31	58.23	53.74	38.52	73.54	28.21	62.45	61.22
12.14	15.64	26.14	23.48	26.21	34.23	8.85	33.97	13.64	17.97	35.94	22.66	8.94	28.09	6.37	33.56	15.08	6.67	28.76	11.12	69.61	20.98	8.48	35.94
61.4	72.0	72.0	62.68	57.29	85.71	61.21	72.0	77.22	62.68	72.0	85.71	77.22	72.0	48.2	72.0	52.69	47.72	85.71	64.71	72.0	57.29	39.02	64.56
5.33	14.03	11.64	6.76	24.72	8.22	5.24	11.15	10.98	6.34	10.08	10.98	9.88	9.88	7.83	17.59	9.31	2.77	7.95	14.88	12.0	13.79	25.35	21.95
7.97	6.84	9.85	6.96	17.86	18.73	5.24	31.45	10.86	9.85	11.83	15.75	13.87	13.68	1.57	17.19	9.85	7.72	10.09	6.61	34.53	6.8	9.85	11.73
16.85	38.95	45.24	30.95	33.19	45.4	27.2	42.02	36.17	32.06	39.42	32.04	35.35	35.12	24.04	34.73	38.94	20.66	33.13	30.99	50.83	30.95	28.06	48.46
55.81	40.25	54.64	47.12	54.08	68.43	62.42	42.36	56.56	27.04	66.7	68.43	24.35	69.06	25.25	39.54	44.03	48.1	58.12	43.39	56.97	49.3	62.36	75.35
6.34	10.15	6.31	6.14	22.2	19.2	1.38	22.31	9.73	8.81	26.88	21.49	24.64	10.44	9.22	8.57	11.1	12.28	20.99	10.68	24.81	2.98	13.9	22.19
35.56	9.84	67.03	42.4	100.0	73.49	14.38	73.49	43.67	13.91	100.0	26.21	17.83	13.67	28.63	63.4	73.49	60.0	53.11	15.13	100.0	16.06	12.09	48.83
19.9	32.65	66.86	34.94	34.94	52.73	51.41	55.35	45.98	30.79	72.17	41.03	26.92	31.5	21.82	64.37	44.26	44.91	30.96	45.39	59.8	48.56	29.4	58.85
2.7	2.58	7.12	7.31	5.81	11.49	3.42	7.31	4.14	2.84	16.24	7.68	2.46	7.34	5.81	4.3	2.58	2.35	2.35	2.46	16.24	4.55	7.31	6.48
4.89	3.8	5.31	15.48	17.84	17.46	7.78	4.65	28.29	7.91	41.79	20.34	4.03	5.0	4.94	5.85	8.43	2.15	7.66	4.94	29.35	4.03	6.98	6.99
15.44	35.62	33.92	41.66	81.67	49.44	20.52	70.91	38.9	9.89	64.46	21.81	32.47	21.26	10.04	41.71	18.89	8.71	30.68	33.18	81.67	18.06	25.75	81.67
20.48	38.75	34.53	19.05	39.81	34.53	29.11	48.99	49.12	12.99	48.95	34.53	22.82	12.38	29.49	39.91	37.95	9.36	34.53	28.76	48.95	16.33	39.08	59.04
12.13	13.82	42.62	27.62	27.93	51.71	19.14	32.44	23.04	22.01	58.17	41.82	30.16	24.78	24.72	24.87	17.67	21.66	23.68	22.85	32.44	17.15	26.03	36.7
35.09	36.91	37.6	40.21	39.79	39.79	13.22	35.63	37.82	42.27	33.85	39.79	40.04	33.61	7.16	39.25	42.45	21.63	39.2	37.31	42.45	28.12	39.79	27.9
12.52	22.24	12.39	12.39	22.24	43.38	7.06	46.64	46.63	24.19	34.01	43.94	22.17	16.76	21.42	46.63	22.17	24.61	26.96	11.57	47.21	20.37	23.03	40.24
35.26	46.66	36.43	59.64	58.69	50.06	10.58	70.41	26.29	15.1	55.1	49.74	47.61	42.91	29.92	49.08	70.69	26.06	53.84	62.06	65.34	22.53	31.12	59.18
27.02	18.7	57.79	76.16	74.53	34.77	10.15	64.29	36.44	30.78	76.16	63.15	64.53	50.43	31.75	49.65	85.21	43.46	73.05	73.66	67.91	25.32	38.95	91.28
26.21	25.17	46.4	18.91	53.92	41.51	26.57	45.06	14.3	16.37	25.07	55.16	26.86	38.16	33.54	45.68	18.91	18.89	46.83	39.64	50.44	37.67	34.88	60.08
22.51	8.11	19.3	27.92	37.93	26.59	10.82	38.67	13.1	15.8	18.04	10.16	12.27	13.91	7.32	9.6	18.55	4.72	11.9	11.64	31.47	10.65	8.49	26.53
4.79	2.8	27.75	56.64	29.27	10.42	4.5	74.17	4.79	11.65	35.21	9.41	35.38	4.53	4.39	2.56	29.27	9.41	4.79	2.56	11.68	2.84	4.98	12.32
6.96	7.34	19.84	34.03	28.06	43.9	12.41	54.48	45.11	16.69	72.42	49.25	30.08	16.2	18.16	38.09	26.75	27.53	19.62	10.66	58.49	35.56	22.72	62.04
18.84	49.43	48.55	63.1	60.47	61.71	43.84	68.24	59.73	24.96	76.85	61.35	49.61	28.55	17.68	55.24	54.73	17.78	50.0	35.26	45.99	30.66	71.25	59.45
23.75	33.16	22.39	28.89	28.57	26.01	16.85	48.82	13.72	10.54	53.74	33.66	22.21	21.16	10.65	32.36	22.08	17.59	17.89	23.46	31.66	28.59	19.38	23.56
56.02	36.42	38.39	63.19	51.63	56.37	28.04	58.84	53.09	53.09	56.37	44.69	37.32	24.49	39.68	53.09	32.61	44.69	32.98	55.62	56.37	49.51	53.09	56.37
49.75	32.63	25.68	30.42	50.25	48.63	29.03	56.36	43.65	22.52	47.67	36.81	29.01	26.52	21.88	27.68	31.87	14.8	35.43	26.78	56.44	30.58	37.85	40.11
50.58	28.34	48.21	50.5	39.52	48.45	33.12	55.35	44.84	36.6	52.94	57.72	24.49	38.21	26.73	44.66	55.84	21.09	52.5	31.28	55.35	24.99	39.34	50.69
25.67	18.4	17.4	21.42	28.58	41.03	22.85	40.0	7.6	25.01	33.53	38.6	31.96	9.94	6.8	16.64	37.29	19.81	30.3	9.94	44.49	23.1	37.99	40.9
11.01	8.05	18.79	9.37	34.8	26.68	10.58	36.23	14.1	20.32	33.94	28.28	23.76	19.76	31.95	35.55	18.57	16.12	25.45	21.69	34.25	10.52	22.62	18.03
16.02	25.62	20.48	31.82	49.38	53.66	19.39	53.66	29.88	12.3	53.66	44.12	20.56	10.91	34.4	24.35	35.1	23.32	31.23	27.46	61.36	18.23	19.71	72.6
5.07	6.39	31.37	19.43	35.2	17.02	5.34	24.4	7.42	6.77	43.08	13.82	7.17	19.47	30.11	15.56	9.99	14.06	17.5	18.56	38.12	6.92	42.84	29.71
17.96	20.81	33.28	23.38	43.48	43.61	21.03	41.78	18.8	14.96	65.67	30.41	30.9	35.61	20.97	54.32	29.3	24.12	26.31	51.1	49.78	13.44	30.7	43.25
7.3	9.39	30.21	14.61	50.47	48.14	5.52	62.83	25.86	36.06	45.46	35.25	33.47	6.77	53.97	40.93	28.73	11.59	31.85	16.42	44.58	22.48	48.33	40.93
35.32	46.22	65.22	45.69	68.28	75.91	46.39	68.28	63.23	52.09	76.41	63.23	54.98	59.62	28.14	68.28	56.81	51.8	65.08	47.58	64.04	31.13	62.66	65.08
48.52	22.01	51.05	45.83	50.6	33.71	50.26	51.6	66.3	43.21	64.88	59.52	51.12	37.08	58.01	69.08	36.18	41.22	57.3	43.96	40.49	33.53	61.92	36.62
19.43	15.65	47.82	60.51	60.51	54.16	59.7	69.64	27.89	29.49	68.14	47.18	32.85	26.42	49.58	60.51	59.7	38.87	56.72	39.42	69.64	32.85	47.21	46.51
39.77	27.17	21.58	40.96	42.1	58.01	16.14	46.16	34.26	34.1	48.22	51.39	22.91	23.21	44.01	41.57	43.53	11.44	49.15	15.58	25.39	24.85	61.68	64.56
38.76	44.26	67.75	34.2	59.35	41.26	54.62	42.05	50.51	56.86	36.75	52.15	32.95	44.73	59.35	50.51	60.04	67.75	60.04	38.69	63.84	49.81	52.15	60.08
